record_id,title,release_date,director,studio,country,subgenre,runtime,mpaa_rating,budget_usd,box_office_usd,user_score,vote_count
3531,The Others,25-05-2001,Alejandro Amenabar,warner bros.,Spain,Splatter,,G,$10000000,"$55,008,994",8.7,149784
2361,Eraserhead,1977/08/11,David Lynch,Libra Films,USA ,Zombie,149,PG-13,"$3,000,000",39909840,8.3,17600
3211,THE SILENCE OF THE LAMBS,1991/11/08,,Orion Pictures,USA,Supernatural|Kaiju,141 min,NC-17,"$20,000,000",,8.3,140112
2005,Rosemary's Baby,1968/05/12,Roman Polanski,paramount,U.S.A.,Giallo,2h 17m,PG,$20000000,,6.7,473598
4858,Saint Maud,2019-09-04,Rose Glass,A24,England,Folk Horror|Supernatural,101,NC-17,"$3,000,000","9,179,482",8.4,148124
3773,Saw,27-06-2004,James Wan,Lions Gate,USA,Occult,75,Not Rated,"10,000,000",$126782523,6.1,12101
1708,Eyes Without a Face,9/4/1960,Georges Franju,Champs-Elysees,FRANCE,Giallo,120min,Unrated,$20000000,"158,166,156",8.5,337652
1574,The Blob,8/12/1958,Irvin Yeaworth,Paramount Pictures,USA ,Supernatural,98,NC-17,"$1,500,000",USD 20452945,6.0,430501
2400,Rabid,6/9/1977,David Cronenberg,Cinepix,CANADA,Splatter,81 min,G,USD 1500000,693556,7.4,215385
1112,Frankenstein,4/18/1931,James Whale,Universal  ,United States,Supernatural|Slasher,117,NC-17,750000,"1,599,134",6.4,328647
4372,Goodnight Mommy,04/18/2014,Veronika Franz,Ulrich Seidl Film,Austria,Giallo,75,G,300000,,6.1,433430
4813,Parasite,2019-06-17,Bong Joon-ho,CJ Entertainment,South Korea,Folk Horror,81,,,"469,037",6.5,49234
4759,Us,22-07-2019,Jordan Peele,Universal  ,USA ,Psychological,131,PG,,"$40,925,924",6.6,204936
4045,Paranormal Activity,2007/02/21,Oren Peli,BlumHouse,USA ,Giallo,73min,R,"$10,000,000",19874391,7.0,392971
2304,The Omen,1/23/1976,Richard Donner,20th Century Fox,USA,Vampire,144 min,PG,"$3,000,000","5,923,606",8.9,41686
3309,  Ringu ,26-12-1998,Hideo Nakata,TOHO,Nippon,Psychological,71,PG,USD 20000000,"8,179,313",4.9,154904
1782,Carnival of Souls,1962-03-19,Herk Harvey,Herts-Lion International,USA,Body Horror,100,PG,$20000000,"$22,553,699",8.7,35496
3058,The Fly,1986-08-08,David Cronenberg,20th Century Fox,U.S.A.,Cosmic Horror,104,R,"$35,000,000","$407,590,945",7.8,166928
5140,Late Night with the Devil,21-05-2023,Colin Cairnes,IFC Films,Australia,Psychological,70min,NC-17,,,8.2,397455
3973,REC,2007/08/19,Jaume Balaguero,Filmax,Spain,Zombie,144 min,PG,"20,000,000","$126,904,732",7.4,149475
3853,Wolf Creek,2005-07-28,Greg McLean,Roadshow,Australia,Vampire,110,G,6000000,,7.5,241244
4306,The Babadook,12/01/2014,Jennifer Kent,Causeway Films,Australia,Found Footage|Zombie,86 min,Unrated,"6,000,000",USD 49894496,7.0,380167
5336,house,5/13/1977,Nobuhiko Obayashi,Toho Co.,Japan,Creature Feature,157,Not Rated,"$120,000","$385,505",8.3,237602
2935,  Videodrome ,10/2/1983,David Cronenberg,Universal  ,Canada,Supernatural,1h 10m,NC-17,USD 35000000,"391,950,781",7.4,142222
2059,Witchfinder General,11-09-1968,Michael Reeves,Tigon,U.K.,Giallo,153,,USD 10000000,,8.5,305021
1785,Carnival of Souls,23-09-1962,Herk Harvey,Herts-Lion International,U.S.A.,Body Horror,100,PG,$20000000,USD 22553699,8.7,329971
1699,Eyes Without a Face,10/18/1960,,Champs-Elysees,France,Giallo,120 min,Unrated,"$20,000,000",$158166156,8.5,357325
1384,The Thing from Another World,10/15/1951,Christian Nyby,RKO Radio Pictures,us,Giallo|Creature Feature,81,Unrated,50000,"36,116",,214804
2778,Scanners,11-04-1981,David Cronenberg,Avco Embassy,canada,Found Footage,130min,PG,"35,000,000",,8.9,422552
4996,  Barbarian ,2022-05-01,Zach Cregger,20th Century Studios,United States,Cosmic Horror|Giallo,1h 58m,R,"$3,000,000","$12,536,957",7.6,79058
4764,Midsommar,2019/02/10,Ari Aster,A-24,USA,Comedy Horror,1h 33m,G,"$6,000,000","$31,450,041",6.8,438253
1088,Frankenstein,09/12/1931,James Whale,Universal Pictures,U.S.A.,Supernatural|Slasher,1h 57m,NC-17,"750,000",1599134,6.4,107212
4979,Barbarian,2022-12-03,Zach Cregger,20th Century Studios,us,Cosmic Horror|Giallo,118,R,$3000000,"12,536,957",7.6,216913
3048,Re-Animator,21-10-1985,Stuart Gordon,Empire Pictures,U.S.A.,Body Horror,140,Unrated,"$120,000","$1,181,119",9.0,233035
2364,Eraserhead,12/12/1977,David Lynch,Libra Films,USA ,Zombie,2h 29m,PG-13,"$3,000,000","39,909,840",8.3,229753
1287,cat people,10-08-1942,Jacques Tourneur,RKO Radio Pictures,USA ,Werewolf|Creature Feature,74,Not Rated,$300000,"$927,054",6.8,129788
4422,Green Room,2015-05-21,Jeremy Saulnier,A-24,us,Body Horror,94,G,"$750,000",,9.0,54931
1919,Kwaidan,04/05/1964,Masaki Kobayashi,Toho,Japan,Comedy Horror|Gothic,2h 32m,PG-13,"50,000","403,655",6.6,228975
2903,City of the Living Dead,06/26/1980,Lucio Fulci,Dania Film,Italy,Psychological,1h 42m,G,"$3,000,000","6,159,368",8.8,279136
2325,Suspiria,7/19/1977,Dario Argento,Seda Spettacoli,italy,Occult,145,Unrated,"$35,000,000",113427337,8.9,470631
4652,A Quiet Place,11/24/2018,John Krasinski,Paramount Pictures,United States,Supernatural,1h 40m,Not Rated,"$300,000",3147005,8.7,368176
1399,HOUSE OF WAX,1953-03-20,Andre de Toth,warner bros.,us,Kaiju|Gothic,72,G,USD 10000000,"90,384,239",8.2,464685
4473,The Wailing,19-09-2016,,20th Century Fox Korea,Korea,Found Footage,150min,Not Rated,750000,"$6,632,236",7.6,421545
2237,Deep Red,2/14/1975,Dario Argento,Rizzoli Film,ITALY,Supernatural,112,Not Rated,"10,000,000","14,234,893",8.9,294028
2292,Carrie,1/6/1976,Brian De Palma,United Artists,United States,Body Horror,135,PG,$50000,"$417,751",8.5,410496
3613,Ju-on The Grudge,8/22/2002,Takashi Shimizu,Toei,JAPAN,Slasher,113,Unrated,120000,"$547,265",5.4,282126
3084,Hellraiser,7/17/1987,Clive Barker,New World Pictures,UK,Slasher,98,G,"$50,000","269,251",6.8,95909
2159,  The Exorcist ,16-08-1973,William Friedkin,Warner Bros,United States,Haunted House|Vampire,105min,PG,1500000,"$3,109,059",7.9,192448
5298,Nosferatu,1922/02/04,F.W. Murnau,Prana Film,Germany,Kaiju,96,Unrated,35000000,186704614,5.9,417025
3722,high tension,08-11-2003,Alexandre Aja,EuropaCorp,FRANCE,Zombie|Kaiju,161,G,"$1,500,000","12,580,491",4.6,80981
4717,Suspiria,8/10/2018,Luca Guadagnino,Amazon Studios,italy,Folk Horror|Splatter,154,,"300,000",3561660,8.6,279267
5180,The Substance,2024/01/12,Coralie Fargeat,Mubi,france,Psychological,75 min,NC-17,50000,"101,442",8.3,48040
5237,Nosferatu,2024/02/26,Robert Eggers,Focus Features,United States,Occult,135min,,"10,000,000","23,048,052",7.7,16520
3589,28 Days Later,7/25/2002,Danny Boyle,Fox Searchlight,England,Folk Horror,147min,R,"6,000,000",25855318,8.7,171819
4949,X,2022/04/08,Ti West,A24,United States,Splatter,126,NC-17,$20000000,"$253,893,251",7.9,197401
3025,Re-Animator,3/2/1985,Stuart Gordon,Empire Pictures,U.S.A.,Body Horror,140,Unrated,120000,1181119,9.0,327517
1838,the haunting,1963-01-21,Robert Wise,MGM,England,Splatter,,Unrated,USD 1500000,"$10,197,106",7.7,302016
2356,Eraserhead,12-11-1977,David Lynch,Libra Films,USA ,Zombie,149 min,PG-13,USD 3000000,"$39,909,840",8.3,120093
1730,Peeping Tom,1960/11/09,Michael Powell,Anglo-Amalgamated,England,Werewolf,96 min,,"$1,500,000","$16,521,182",8.0,140191
4891,possessor,08-04-2020,Brandon Cronenberg,neon,canada,Occult,138,G,USD 300000,$667524,8.1,84179
3795,Saw,2004-12-17,,Lions Gate,us,Occult,75,Not Rated,$10000000,"126,782,523",6.1,91662
4901,TITANE,16-11-2021,Julia Ducournau,Neon,France,Werewolf,98 min,PG-13,"$20,000,000",191227230,4.7,175642
2257,Shivers,8/15/1975,David Cronenberg,Cinepix,CANADA,Cosmic Horror,125,PG,1500000,"$18,485,513",8.0,298372
4213,Sinister,2012/09/27,Scott Derrickson,Blumhouse,United States,Found Footage|Zombie,78,,"6,000,000",$66545124,5.4,441573
2909,City of the Living Dead,1980/08/09,Lucio Fulci,Dania Film,italy,Psychological,102 min,G,USD 3000000,"6,159,368",8.8,216576
3695,A Tale of Two Sisters,12/13/2003,Kim Jee-woon,Cineclick Asia,South Korea,Folk Horror,97,PG,"3,000,000","$26,985,529",9.2,24631
2366,eraserhead,11-03-1977,David Lynch,Libra Films,USA ,Zombie,149min,PG-13,3000000,USD 39909840,8.3,105178
4393,THE WITCH,22-02-2015,Robert Eggers,A24,United States,Haunted House|Body Horror,1h 33m,PG,35000000,242985712,8.2,368440
5133,Late Night with the Devil,08/07/2023,Colin Cairnes,IFC Films,Australia,Psychological,70min,NC-17,"$6,000,000",$44680381,8.2,54051
1312,I WALKED WITH A ZOMBIE,1943/10/04,Jacques Tourneur,RKO Radio Pictures,United States,Found Footage,144,R,300000,$2896340,8.9,344712
5329,Jacob's Ladder,13-05-1990,Adrian Lyne,TriStar Pictures,U.S.A.,Vampire,1h 47m,Not Rated,120000,USD 1088354,5.5,254820
4980,Barbarian,08/13/2022,Zach Cregger,20th Century Studios,United States,Cosmic Horror|Giallo,118 min,R,"$3,000,000",$12536957,7.6,243958
3675,Dark Water,11/04/2002,Hideo Nakata,TOHO,Japan,Comedy Horror,157,R,"$750,000","8,030,796",5.4,473638
2046,Night of the Living Dead,06-04-1968,George Romero,Image Ten,us,Zombie,108min,G,"$1,500,000","19,103,735",8.1,382069
2711,An American Werewolf in London,06/25/1981,John Landis,universal,U.K.,Cosmic Horror,89 min,Unrated,50000,,8.8,435299
4452,The Wailing,2016/02/21,Na Hong-jin,20th Century Fox Korea,S. Korea,Found Footage,2h 30m,Not Rated,750000,,7.6,125914
1981,Kill Baby Kill,07/12/1966,Mario Bava,FUL Films,ITALY,Vampire,72,Unrated,,49406007,6.1,160115
2123,the wicker man,1973-12-12,Robin Hardy,British Lion Films,U.K.,Zombie,77,Unrated,"$6,000,000",,5.9,337255
5357,Candyman,1992/01/22,Bernard Rose,TriStar Pictures,USA ,Comedy Horror|Zombie,1h 18m,PG-13,USD 50000,197869,6.1,369381
1535,Horror of Dracula,1958/09/02,Terence Fisher,Hammer,England,Found Footage,117 min,R,"$10,000,000",$99981464,8.6,311347
1539,Horror of Dracula,08-07-1958,Terence Fisher,Hammer,England,Found Footage,117 min,R,,$99981464,8.6,446353
3459,Session 9,2001-08-21,Brad Anderson,USA Films,U.S.A.,Comedy Horror,71,Not Rated,USD 3000000,"$41,390,468",6.7,276067
3483,  Session 9 ,2001-01-13,Brad Anderson,USA Films,United States,Comedy Horror,71,Not Rated,"3,000,000","$41,390,468",6.7,318259
5081,Skinamarink,2022/07/14,Kyle Edward Ball,IFC Midnight,Canada,Splatter,161min,G,1500000,11408908,,444369
1100,Frankenstein,1931-12-01,James Whale,Universal Pictures,USA,Supernatural|Slasher,,NC-17,750000,$1599134,6.4,213279
4440,  Green Room ,14-11-2015,Jeremy Saulnier,a24,United States,Body Horror,1h 34m,G,"750,000","$9,129,839",9.0,463895
1863,Blood and Black Lace,1964-03-03,Mario Bava,Emmepi Cinematografica,Italy,Gothic|Giallo,143min,NC-17,"$120,000",,8.4,312035
4968,Barbarian,10/15/2022,Zach Cregger,20th Century Studios,USA ,Cosmic Horror|Giallo,118min,R,"$3,000,000","12,536,957",7.6,473123
3915,The Host,3/17/2006,Bong Joon-ho,Showbox,South Korea,Slasher,83min,NC-17,USD 3000000,"$33,187,930",9.0,263671
4140,  Trick 'r Treat ,2007-02-24,Michael Dougherty,Warner Bros,USA,Slasher,161 min,R,"$20,000,000",USD 87142789,,21592
4755,US,2019/08/01,Jordan Peele,UNIVERSAL,United States,Psychological,,PG,"$10,000,000","40,925,924",6.6,199991
1191,The Invisible Man,02-03-1933,James Whale,Universal,USA,Vampire,157,,"$20,000,000",USD 208181238,5.8,176439
3288,ringu,8/5/1998,Hideo Nakata,Toho Co.,JAPAN,Psychological,71,PG,"20,000,000","$8,179,313",4.9,128461
2584,The Shining,07-08-1980,Stanley Kubrick,WARNER BROS.,USA ,Psychological|Supernatural,151,Not Rated,"$750,000","$2,789,629",6.8,461104
1533,Horror of Dracula,3/2/1958,Terence Fisher,HAMMER FILMS,UK,Found Footage,117,R,$10000000,99981464,8.6,470941
1151,The Mummy,13-09-1932,Karl Freund,Universal,United States,Vampire,140,Unrated,10000000,"$46,257,698",5.7,210040
3118,Evil Dead II,01-07-1987,,De Laurentiis,USA ,Comedy Horror,139,R,"35,000,000",$148908651,5.8,355870
1732,Peeping Tom,12/13/1960,Michael Powell,Anglo-Amalgamated,UK,Werewolf,96,PG,USD 1500000,"$16,521,182",8.0,1420
3747,High Tension,12/05/2003,Alexandre Aja,EuropaCorp,france,Zombie|Kaiju,161,G,$1500000,"12,580,491",4.6,315058
5260,  Skinamarink ,2022-07-19,Kyle Edward Ball,IFC Midnight,Canada,Splatter,2h 41m,G,"$1,500,000",,5.1,110319
1712,Peeping Tom,1960/07/16,Michael Powell,Anglo-Amalgamated,England,Werewolf,96,PG,"$1,500,000","16,521,182",8.0,6686
5356,Eraserhead,23-03-1977,David Lynch,Libra Films,USA,Zombie,149,PG-13,USD 3000000,$39909840,8.3,478372
1750,The Innocents,8/19/1961,Jack Clayton,20th Century Fox,UK,Splatter,122,NC-17,"1,500,000",USD 19063753,7.0,78826
3436,  Battle Royale ,2000/12/05,Kinji Fukasaku,Toei,Japan,Found Footage,105 min,,"$1,500,000","$10,261,807",7.7,26424
3970,REC,11/05/2007,Jaume Balaguero,Filmax,Spain,Zombie,2h 24m,PG,"20,000,000",USD 126904732,7.4,452694
1684,Eyes Without a Face,1960/11/25,Georges Franju,Champs-Elysees,FRANCE,Giallo,120 min,Unrated,20000000,"158,166,156",8.5,124870
1419,Creature from the Black Lagoon,5/19/1954,Jack Arnold,universal,United States,Psychological|Cosmic Horror,,PG,10000000,$131198528,4.7,346812
2916,City of the Living Dead,1980-07-16,Lucio Fulci,Dania Film,Italy,Psychological,1h 42m,G,,"$6,159,368",8.8,335802
4232,The Conjuring,2013/05/06,James Wan,warner bros.,U.S.A.,Werewolf,91,Unrated,$50000,"$75,128",9.0,404160
3997,The Orphanage,2007/08/02,,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145 min,R,"$20,000,000","$220,449,652",5.4,312724
3538,  The Others ,2001-05-10,Alejandro Amenabar,Warner Bros,Spain,Splatter,160,G,$10000000,USD 55008994,8.7,340998
3553,Pulse,27-01-2001,Kiyoshi Kurosawa,Toho,JAPAN,Creature Feature|Body Horror,99 min,NC-17,300000,"$190,306",5.2,305792
4689,Hereditary,28-01-2018,Ari Aster,A-24,USA ,Zombie,118,NC-17,$300000,"$3,726,295",,428770
4560,The Autopsy of Jane Doe,2016/02/01,Andre Ovredal,IFC Midnight,United Kingdom,Psychological|Giallo,102,R,$120000,"$757,476",8.7,69664
5040,Talk to Me,2022-10-14,Danny Philippou,a24,Australia,Psychological,122min,NC-17,,$386552466,7.5,252813
2970,A Nightmare on Elm Street,1984/11/09,Wes Craven,New Line,United States,Werewolf,117,Not Rated,1500000,,5.9,411986
1133,freaks,10/11/1932,Tod Browning,MGM,USA,Cosmic Horror,72 min,Unrated,,,4.6,63054
3568,Pulse,9/11/2001,Kiyoshi Kurosawa,toho,JAPAN,Creature Feature|Body Horror,99 min,NC-17,"$300,000",190306,5.2,285927
1668,Black Sunday,12/24/1960,Mario Bava,Galatea Film,ITALY,Supernatural|Psychological,113 min,NC-17,"$50,000",$426793,6.5,376321
1206,Bride of Frankenstein,5/6/1935,James Whale,UNIVERSAL,us,Giallo,83 min,PG-13,"$6,000,000","$69,360,250",8.0,232113
5139,Late Night with the Devil,2023-03-20,Colin Cairnes,IFC Films,Australia,Psychological,70,NC-17,"6,000,000",USD 44680381,8.2,81997
2756,  Scanners ,22-12-1981,David Cronenberg,Avco Embassy,CANADA,Found Footage,130 min,PG,,325820643,8.9,196128
1140,Freaks,1932-08-15,Tod Browning,MGM,USA,Cosmic Horror,72 min,Unrated,"6,000,000",5451081,4.6,427697
4244,The Conjuring,02/06/2013,James Wan,Warner Bros.,USA ,Werewolf,91,Unrated,"50,000",75128,9.0,475495
4264,The Conjuring,2013-01-24,James Wan,Warner Bros,United States,Werewolf,91,Unrated,"$50,000","$75,128",9.0,185596
3657,Dark Water,2002/03/03,Hideo Nakata,toho,Nippon,Comedy Horror,2h 37m,R,"$750,000","8,030,796",5.4,77074
1897,Kwaidan,4/22/1964,Masaki Kobayashi,Toho Co.,JAPAN,Comedy Horror|Gothic,,PG-13,$50000,"$403,655",6.6,438011
2594,The Shining,10/14/1980,Stanley Kubrick,warner bros.,USA ,Psychological|Supernatural,151 min,Not Rated,"$750,000","$2,789,629",6.8,377012
3931,THE HOST,2006-06-19,Bong Joon-ho,Showbox,South Korea,Slasher,,NC-17,"$3,000,000",,9.0,217832
2428,House,01/17/1977,Nobuhiko Obayashi,Toho,Nippon,Creature Feature,157,Not Rated,"$120,000",USD 385505,8.3,416064
1755,The Innocents,08/02/1961,Jack Clayton,20th Century Fox,UK,Splatter,122,NC-17,$1500000,"19,063,753",,223345
5234,Nosferatu,2024/12/26,Robert Eggers,Focus Features,us,Occult,135 min,Not Rated,"$10,000,000",23048052,7.7,79657
3009,Phenomena,10/08/1985,Dario Argento,DACFILM Rome,Italy,Comedy Horror,130,PG-13,6000000,9032401,,297332
1335,The Uninvited,11/12/1944,Lewis Allen,Paramount Pictures,us,Found Footage,125 min,Unrated,$50000,"$55,760",8.7,454764
4187,The Cabin in the Woods,2011/11/23,Drew Goddard,Lionsgate,USA ,Body Horror,107 min,Not Rated,"$35,000,000",16820487,7.4,317689
5200,LONGLEGS,04/28/2024,Osgood Perkins,neon,USA,Gothic,160,NC-17,"$10,000,000","$54,792,293",6.0,254221
3996,The Orphanage,2/26/2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145 min,R,$20000000,"$220,449,652",5.4,444967
3145,Tetsuo the Iron Man,1989/12/09,,Kaijyu Theater,Nippon,Vampire,165,PG-13,"20,000,000",USD 255667125,6.4,166215
1799,  The Birds ,1963/06/27,Alfred Hitchcock,Universal  ,USA ,Slasher|Psychological,106,PG-13,3000000,USD 34881029,5.2,421579
3334,Audition,1/13/1999,Takashi Miike,Omega Project,JAPAN,Psychological|Occult,160 min,Unrated,6000000,33618699,8.3,20851
4672,A Quiet Place,2018-10-17,John Krasinski,Paramount Pictures,USA ,Supernatural,100 min,Not Rated,300000,USD 3147005,8.7,316812
2275,CARRIE,1976-11-23,,United Artists,us,Body Horror,135min,PG,$50000,"417,751",8.5,135469
3870,Wolf Creek,2005-01-05,Greg McLean,Roadshow,Australia,Vampire,110,G,,"46,531,729",7.5,221675
1510,The Curse of Frankenstein,10-03-1957,Terence Fisher,Hammer Films,U.K.,Werewolf|Vampire,,PG-13,"10,000,000","$139,128,163",6.5,153752
3261,Cronos,1993-09-01,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,71,R,"$120,000",200544,5.0,458257
4342,It Follows,5/5/2014,David Robert Mitchell,Radius-TWC,us,Found Footage,93,,"$1,500,000","$15,379,273",8.1,168123
4489,TRAIN TO BUSAN,2016-06-17,Yeon Sang-ho,Next Entertainment World,Korea,Giallo,165,Unrated,"1,500,000",,6.7,125466
1551,Horror of Dracula,1958-12-28,Terence Fisher,Hammer,U.K.,Found Footage,117,R,"$10,000,000",99981464,8.6,82999
4674,Hereditary,19-04-2018,Ari Aster,A-24,U.S.A.,Zombie,118min,NC-17,$300000,"3,726,295",7.1,203308
4698,  Hereditary ,2018/12/27,Ari Aster,A24,United States,Zombie,118 min,NC-17,300000,3726295,7.1,166738
3406,THE SIXTH SENSE,10-10-1999,M. Night Shyamalan,Buena Vista,U.S.A.,Comedy Horror,157,G,300000,,5.3,31539
4481,The Wailing,2016/08/08,Na Hong-jin,20th Century Fox Korea,Korea,Found Footage,150 min,Not Rated,"$750,000",6632236,7.6,52734
2178,Don't Look Now,01/07/1973,Nicolas Roeg,Casey Productions,U.K.,Zombie|Found Footage,121 min,R,3000000,"$8,311,755",5.4,328546
4002,The Orphanage,20-03-2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145 min,R,"20,000,000",,5.4,437658
1823,the haunting,1963/06/27,Robert Wise,MGM,United Kingdom,Splatter,90,Unrated,USD 1500000,"$10,197,106",7.7,248150
2448,Halloween,7/21/1978,John Carpenter,Compass International,U.S.A.,Supernatural,164,PG-13,,129695880,6.8,54439
3090,Hellraiser,03-11-1987,Clive Barker,New World Pictures,England,Slasher,98 min,G,$50000,269251,6.8,103614
3134,Tetsuo the Iron Man,2/5/1989,Shinya Tsukamoto,Kaijyu Theater,Nippon,Vampire,165,PG-13,,255667125,6.4,279680
4750,Us,9/22/2019,Jordan Peele,UNIVERSAL,USA ,Psychological,,PG,"$10,000,000",40925924,6.6,334335
1745,The Innocents,12/15/1961,Jack Clayton,20th Century Fox,United Kingdom,Splatter,122 min,NC-17,1500000,$19063753,7.0,335374
3442,Battle Royale,07/14/2000,Kinji Fukasaku,Toei,JAPAN,Found Footage,1h 45m,PG-13,1500000,10261807,7.7,294521
3745,High Tension,14-07-2003,Alexandre Aja,EuropaCorp,France,Zombie|Kaiju,161,G,USD 1500000,12580491,4.6,273761
3986,The Orphanage,10/14/2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,2h 25m,R,"$20,000,000",220449652,5.4,383198
4523,Raw,11/25/2016,Julia Ducournau,Wild Bunch,FRANCE,Folk Horror|Cosmic Horror,2h 36m,R,USD 300000,"2,396,256",8.5,388617
1257,The Wolf Man,1941/04/07,George Waggner,UNIVERSAL,us,Psychological,126,Not Rated,USD 35000000,341406775,5.4,3611
5291,Evil Dead II,1987/07/23,Sam Raimi,De Laurentiis,U.S.A.,Comedy Horror,139 min,R,35000000,,5.8,228966
2235,Deep Red,24-02-1975,Dario Argento,Rizzoli Film,italy,Supernatural,,Not Rated,"$10,000,000",14234893,8.9,249287
1427,Creature from the Black Lagoon,1954-04-11,Jack Arnold,Universal,USA ,Psychological|Cosmic Horror,1h 20m,PG,10000000,USD 131198528,4.7,401950
4805,The Lighthouse,2019/12/23,Robert Eggers,A-24,USA,Haunted House,126 min,Unrated,"$300,000",2231378,8.3,133836
3210,the silence of the lambs,1991-07-27,Jonathan Demme,Orion Pictures,us,Supernatural|Kaiju,141,NC-17,"$20,000,000","$197,214,540",8.3,22477
4947,  X ,02/13/2022,Ti West,A24,USA,Splatter,2h 6m,NC-17,,"$253,893,251",7.9,8877
1473,Invasion of the Body Snatchers,10/12/1956,Don Siegel,Allied Artists,U.S.A.,Gothic,123,R,$1500000,13594388,6.5,282707
4513,Raw,11/13/2016,Julia Ducournau,Wild Bunch,france,Folk Horror|Cosmic Horror,156,R,"300,000","2,396,256",8.5,437489
4268,Oculus,1/18/2013,Mike Flanagan,Blumhouse Productions,USA,Kaiju|Haunted House,154,NC-17,"$120,000",1389242,5.5,317854
1926,Repulsion,1965/05/13,Roman Polanski,Compton Films,UK,Cosmic Horror|Supernatural,2h 22m,PG,"$300,000","4,103,145",7.3,310191
4606,It,6/26/2017,Andy Muschietti,Warner Bros.,us,Zombie|Giallo,89,NC-17,1500000,"1,773,625",5.8,71893
2253,Shivers,1975-11-04,David Cronenberg,Cinepix,canada,Cosmic Horror,125,PG,,"$18,485,513",8.0,307798
3912,The Host,10/03/2006,Bong Joon-ho,Showbox,S. Korea,Slasher,83,NC-17,"$3,000,000","$33,187,930",9.0,328810
2435,House,06-01-1977,Nobuhiko Obayashi,toho,Japan,Creature Feature,157,Not Rated,$120000,385505,8.3,217939
4105,Martyrs,27-11-2008,Pascal Laugier,Wild Bunch,FRANCE,Psychological,116 min,G,20000000,"$87,265,784",5.1,284470
4870,Possessor,10/23/2020,Brandon Cronenberg,NEON,Canada,Occult,138,G,$300000,"$667,524",8.1,164454
2662,CANNIBAL HOLOCAUST,1980-07-18,Ruggero Deodato,United Artists Europa,Italy,Gothic,2h 6m,NC-17,120000,,6.4,444537
4379,Goodnight Mommy,2014-07-18,Veronika Franz,Ulrich Seidl Film,Austria,Giallo,75min,G,"$300,000","165,609",6.1,176837
3282,Ringu,06/11/1998,Hideo Nakata,Toho Co.,JAPAN,Psychological,1h 11m,PG,USD 20000000,8179313,4.9,334827
2103,The Wicker Man,1973-09-10,Robin Hardy,British Lion Films,United Kingdom,Zombie,77min,Unrated,6000000,$4977047,5.9,288477
2138,The Exorcist,02/02/1973,William Friedkin,Warner Bros.,USA,Haunted House|Vampire,1h 45m,PG,"$1,500,000",3109059,7.9,356378
4194,The Cabin in the Woods,2011-03-10,Drew Goddard,Lionsgate,USA,Body Horror,107,Not Rated,"$35,000,000",USD 16820487,7.4,19042
3424,Battle Royale,01-07-2000,Kinji Fukasaku,Toei,Nippon,Found Footage,105,PG-13,"$1,500,000","$10,261,807",7.7,473894
4600,It,7/2/2017,Andy Muschietti,Warner Bros,U.S.A.,Zombie|Giallo,89,NC-17,"$1,500,000",USD 1773625,5.8,108488
2484,Dawn of the Dead,1978/01/21,George Romero,United Film Distribution,U.S.A.,Werewolf,135,Unrated,"10,000,000",44664160,8.1,215868
1660,Black Sunday,1960/08/18,Mario Bava,Galatea Film,italy,Supernatural|Psychological,113min,,"50,000","426,793",6.5,129257
4598,Get Out,2017/05/01,Jordan Peele,Blumhouse,us,Comedy Horror,111 min,Unrated,"120,000","$1,256,432",7.9,258474
2036,Night of the Living Dead,8/14/1968,George Romero,Image Ten,United States,Zombie,,G,$1500000,19103735,8.1,108533
1618,  House on Haunted Hill ,12-12-1959,William Castle,Allied Artists,USA,Cosmic Horror,132,PG-13,300000,4138573,6.0,430502
3296,Ringu,1998/05/04,Hideo Nakata,Toho Co.,Japan,Psychological,1h 11m,PG,"$20,000,000",8179313,4.9,68463
3389,The Blair Witch Project,08-01-1999,Daniel Myrick,Artisan Entertainment,us,Splatter,118min,Unrated,300000,"2,812,847",9.0,37776
2587,The Shining,11/1/1980,Stanley Kubrick,warner bros.,USA ,Psychological|Supernatural,2h 31m,Not Rated,$750000,USD 2789629,6.8,169601
3243,  Candyman ,09-11-1992,Bernard Rose,TriStar Pictures,USA,Comedy Horror|Zombie,78,PG-13,$50000,197869,6.1,70532
2673,Cannibal Holocaust,1980/01/13,Ruggero Deodato,United Artists Europa,ITALY,Gothic,126,NC-17,"$120,000",USD 270483,6.4,346931
1001,Nosferatu,2/2/1922,F.W. Murnau,Prana Film,Germany,Kaiju,96min,Unrated,$35000000,186704614,5.9,159179
4592,Get Out,2017-05-04,,Blumhouse Productions,U.S.A.,Comedy Horror,111 min,Unrated,120000,"1,256,432",7.9,449334
1022,Nosferatu,1922-11-08,F.W. Murnau,Prana Film,Germany,Kaiju,,Unrated,"$35,000,000",$186704614,5.9,324624
5073,Skinamarink,16-04-2022,Kyle Edward Ball,IFC Midnight,CANADA,Splatter,161,G,"1,500,000",USD 11408908,5.1,317611
3132,tetsuo the iron man,1989/08/07,Shinya Tsukamoto,Kaijyu Theater,Nippon,Vampire,165,PG-13,"$20,000,000","$255,667,125",6.4,104363
